payment_id,account_id,event_at,payment_reference,amount,payment_status,payment_method,provider_id,source_row_number,exact_duplicate_flag,payment_id_rows,payment_accounts,payment_times,payment_statuses,payment_id_conflict_flag,borrower_resolution_rule,borrower_id,borrower_id_mismatch_flag,account_missing_flag,raw_borrower_id,reference_row_count,reference_account_count,payment_reference_collision_flag,is_valid_recovery,event_at_utc
PAYMENT0000077,ACC0026057,2026-05-23 03:39:55,TXN0000054596,115205.32,SUCCESS,NETBANKING,VND0000005,77,False,1,1,1,1,0,account_master,BRW0001955,1,0,BRW0004384,2.0,2.0,1,1,2026-05-23 03:39:55
PAYMENT0000078,ACC0023036,2026-03-20 06:57:04,TXN0000021027,108410.18,SUCCESS,NETBANKING,VND0000008,78,False,1,1,1,1,0,account_master,BRW0002253,1,0,BRW0001589,1.0,1.0,0,1,2026-03-20 06:57:04
PAYMENT0000079,ACC0020583,2026-05-04 16:57:33,TXN0000047512,108460.97,PENDING,CASH,VND0000006,79,False,1,1,1,1,0,account_master,BRW0011925,1,0,BRW0001493,1.0,1.0,0,0,2026-05-04 16:57:33
PAYMENT0000080,ACC0023085,2026-01-19 12:28:30,TXN0000002454,17072.15,SUCCESS,UPI,VND0000005,80,False,1,1,1,1,0,account_master,BRW0006207,1,0,BRW0005077,1.0,1.0,0,1,2026-01-19 12:28:30
PAYMENT0000081,ACC0022680,2026-06-16 08:16:16,TXN0000033531,117654.16,SUCCESS,UPI,VND0000002,81,False,1,1,1,1,0,account_master,BRW0000849,1,0,BRW0009358,1.0,1.0,0,1,2026-06-16 08:16:16
PAYMENT0000082,ACC0029711,2026-01-25 15:29:48,TXN0000016254,139652.3,SUCCESS,CASH,VND0000014,82,False,1,1,1,1,0,account_master,BRW0004381,1,0,BRW0004465,1.0,1.0,0,1,2026-01-25 15:29:48
PAYMENT0000083,ACC0008639,2026-05-27 17:23:40,TXN0000030979,95362.95,SUCCESS,CARD,VND0000009,83,False,1,1,1,1,0,account_master,BRW0004661,1,0,BRW0010284,3.0,3.0,1,1,2026-05-27 17:23:40
PAYMENT0000084,ACC0025196,2026-05-28 17:45:01,TXN0000005970,144857.28,FAILED,CASH,VND0000002,84,False,1,1,1,1,0,account_master,BRW0003747,1,0,BRW0004098,2.0,2.0,1,0,2026-05-28 17:45:01
PAYMENT0000085,ACC0008904,2026-05-19 15:32:03,TXN0000069720,142447.04,PENDING,NACH,VND0000014,85,False,1,1,1,1,0,account_master,BRW0011111,1,0,BRW0002796,1.0,1.0,0,0,2026-05-19 15:32:03
PAYMENT0000086,ACC0002722,2026-06-22 09:53:31,TXN0000044892,116051.79,SUCCESS,CARD,VND0000010,86,False,1,1,1,1,0,account_master,BRW0010418,1,0,BRW0006773,2.0,2.0,1,1,2026-06-22 09:53:31
PAYMENT0000087,ACC0004029,2026-07-23 04:15:11,TXN0000046018,18496.49,PENDING,NACH,VND0000004,87,False,1,1,1,1,0,account_master,BRW0010035,1,0,BRW0009910,1.0,1.0,0,0,2026-07-23 04:15:11
PAYMENT0000088,ACC0019386,2026-05-18 01:34:33,TXN0000042066,132518.88,SUCCESS,CASH,VND0000014,88,False,1,1,1,1,0,account_master,BRW0003462,1,0,BRW0003530,1.0,1.0,0,1,2026-05-18 01:34:33
PAYMENT0000089,ACC0029649,2026-01-13 17:01:15,TXN0000065937,8332.34,PENDING,CARD,VND0000009,89,False,1,1,1,1,0,account_master,BRW0009195,1,0,BRW0003297,1.0,1.0,0,0,2026-01-13 17:01:15
PAYMENT0000090,ACC0013229,2026-07-20 18:42:48,TXN0000002374,128490.38,PENDING,UPI,VND0000001,90,False,1,1,1,1,0,account_master,BRW0001542,1,0,BRW0008426,1.0,1.0,0,0,2026-07-20 18:42:48
PAYMENT0000091,ACC0000966,2026-05-08 19:25:23,TXN0000068335,138572.9,SUCCESS,CARD,VND0000008,91,False,1,1,1,1,0,account_master,BRW0000206,1,0,BRW0011984,1.0,1.0,0,1,2026-05-08 19:25:23
PAYMENT0000092,ACC0005651,2026-03-19 19:10:23,TXN0000020456,132110.67,REVERSED,UPI,VND0000013,92,False,1,1,1,1,0,account_master,BRW0001299,1,0,BRW0010962,2.0,2.0,1,0,2026-03-19 19:10:23
PAYMENT0000093,ACC0013421,2026-02-10 21:08:42,TXN0000002672,124194.85,SUCCESS,NETBANKING,VND0000011,93,False,1,1,1,1,0,account_master,BRW0002943,1,0,BRW0007145,1.0,1.0,0,1,2026-02-10 21:08:42
PAYMENT0000094,ACC0015786,2026-02-15 22:59:44,TXN0000023675,5598.57,SUCCESS,NACH,VND0000006,94,False,1,1,1,1,0,account_master,BRW0000829,1,0,BRW0007029,1.0,1.0,0,1,2026-02-15 22:59:44
PAYMENT0000095,ACC0022795,2026-06-27 21:54:34,TXN0000054476,93804.67,FAILED,NETBANKING,VND0000014,95,False,1,1,1,1,0,account_master,BRW0009116,1,0,BRW0011796,1.0,1.0,0,0,2026-06-27 21:54:34
PAYMENT0000096,ACC0026223,2026-04-25 19:02:38,TXN0000014309,68516.14,SUCCESS,NETBANKING,VND0000001,96,False,1,1,1,1,0,account_master,BRW0009054,1,0,BRW0007213,1.0,1.0,0,1,2026-04-25 19:02:38
PAYMENT0000097,ACC0007489,2026-02-19 08:40:33,TXN0000004784,131560.54,SUCCESS,CASH,VND0000014,97,False,1,1,1,1,0,account_master,BRW0005542,1,0,BRW0004571,2.0,2.0,1,1,2026-02-19 08:40:33
PAYMENT0000098,ACC0014169,2026-07-17 14:26:45,TXN0000058473,94984.31,SUCCESS,NETBANKING,VND0000004,98,False,1,1,1,1,0,account_master,BRW0010674,1,0,BRW0006542,1.0,1.0,0,1,2026-07-17 14:26:45
PAYMENT0000099,ACC0016844,2026-02-11 08:20:20,TXN0000042898,42787.44,SUCCESS,NETBANKING,VND0000014,99,False,1,1,1,1,0,account_master,BRW0007476,1,0,BRW0003081,2.0,2.0,1,1,2026-02-11 08:20:20
PAYMENT0000100,ACC0005110,2026-01-15 13:08:04,TXN0000018345,15359.94,FAILED,CARD,VND0000011,100,False,1,1,1,1,0,account_master,BRW0005751,1,0,BRW0003874,1.0,1.0,0,0,2026-01-15 13:08:04
PAYMENT0000101,ACC0022192,2026-03-08 20:11:07,TXN0000039701,24630.92,PENDING,CASH,VND0000002,101,False,1,1,1,1,0,account_master,BRW0007051,1,0,BRW0003575,1.0,1.0,0,0,2026-03-08 20:11:07
PAYMENT0000102,ACC0027314,2026-01-29 09:43:08,TXN0000061156,12349.89,SUCCESS,CARD,VND0000007,102,False,1,1,1,1,0,account_master,BRW0003795,1,0,BRW0002299,1.0,1.0,0,1,2026-01-29 09:43:08
PAYMENT0000103,ACC0008693,2026-02-03 10:19:55,TXN0000018697,128591.08,SUCCESS,NACH,VND0000012,103,False,1,1,1,1,0,account_master,BRW0008470,1,0,BRW0000159,1.0,1.0,0,1,2026-02-03 10:19:55
PAYMENT0000104,ACC0017742,2026-06-12 18:56:36,TXN0000067652,33444.78,SUCCESS,CARD,VND0000008,104,False,1,1,1,1,0,account_master,BRW0007262,1,0,BRW0000696,2.0,2.0,1,1,2026-06-12 18:56:36
PAYMENT0000105,ACC0016275,2026-05-02 11:37:20,TXN0000057367,139836.41,SUCCESS,NETBANKING,VND0000015,105,False,1,1,1,1,0,account_master,BRW0007336,1,0,BRW0011316,3.0,3.0,1,1,2026-05-02 11:37:20
PAYMENT0000106,ACC0027036,2026-02-23 21:14:01,TXN0000011887,117166.92,SUCCESS,NACH,VND0000009,106,False,1,1,1,1,0,account_master,BRW0005983,1,0,BRW0008918,1.0,1.0,0,1,2026-02-23 21:14:01
PAYMENT0000107,ACC0003535,2026-07-11 10:42:59,TXN0000064122,29899.53,SUCCESS,CASH,VND0000010,107,False,1,1,1,1,0,account_master,BRW0011332,1,0,BRW0001401,2.0,2.0,1,1,2026-07-11 10:42:59
PAYMENT0000108,ACC0017047,2026-06-09 08:17:45,TXN0000041404,102830.42,SUCCESS,NACH,VND0000003,108,False,1,1,1,1,0,account_master,BRW0008463,1,0,BRW0009175,1.0,1.0,0,1,2026-06-09 08:17:45
PAYMENT0000109,ACC0021322,2026-01-10 02:09:17,TXN0000054585,78035.0,SUCCESS,UPI,VND0000015,109,False,1,1,1,1,0,account_master,BRW0011072,1,0,BRW0009935,1.0,1.0,0,1,2026-01-10 02:09:17
PAYMENT0000110,ACC0011207,2026-06-25 10:23:38,TXN0000036140,28971.68,FAILED,NACH,VND0000011,110,False,1,1,1,1,0,account_master,BRW0011215,1,0,BRW0008494,2.0,2.0,1,0,2026-06-25 10:23:38
PAYMENT0000111,ACC0010730,2026-03-31 18:13:13,TXN0000041479,115408.67,SUCCESS,CASH,VND0000004,111,False,1,1,1,1,0,account_master,BRW0000632,1,0,BRW0001373,2.0,2.0,1,1,2026-03-31 18:13:13
PAYMENT0000112,ACC0004527,2026-03-09 22:26:17,TXN0000041335,45828.41,PENDING,CASH,VND0000009,112,False,1,1,1,1,0,account_master,BRW0006354,1,0,BRW0002806,1.0,1.0,0,0,2026-03-09 22:26:17
